sim_id,n,K_true,selected_K,correct,over_selected,under_selected,computation_time,bic_K2,bic_K3,bic_K4,bic_K5,bic_K6
36,1000,4,3,0,0,1,13.118487119674683,25279.547468454188,25089.706071168923,25128.935583807302,25222.617287241894,25327.152541328865
37,1000,4,3,0,0,1,13.878808975219727,25391.448757814895,25326.361623138353,25385.08318510811,25488.845508936487,25588.608879564465
38,1000,4,3,0,0,1,13.320343971252441,25112.919858023935,24948.55170811259,24958.67238973396,25038.271399465586,25146.013915149884
39,1000,4,4,1,0,0,14.364816188812256,26618.94468147511,26389.80815927256,26301.33299443306,26399.79939760957,26501.811516971127
40,1000,4,4,1,0,0,11.224645137786865,26378.024593295813,25998.332282534535,25763.33061385204,25858.074532964503,25962.543587265118
41,1000,4,4,1,0,0,11.664222002029419,24590.433168642667,24300.5599767104,24116.974654409598,24219.91817314305,24315.571924201842
42,1000,4,4,1,0,0,14.62370777130127,26753.955236776226,26642.517274943264,26624.80926766622,26720.65461450158,26820.23387947851
43,1000,4,4,1,0,0,12.593291997909546,26199.858670936086,25862.450854825216,25723.70671495319,25820.451831704835,25927.710000317205
44,1000,4,4,1,0,0,12.286659002304077,26411.678837486743,25945.956806376274,25762.124259237295,25843.60729053972,25941.498137771032
45,1000,4,4,1,0,0,11.006407976150513,25539.914975681724,25137.290754688674,24855.524947086375,24955.189577733974,25055.53194589604
46,1000,4,4,1,0,0,11.35190486907959,25953.09840279858,25712.124848809104,25493.63282505211,25572.2345035794,25669.084527068
47,1000,4,4,1,0,0,11.759510040283203,26321.233097536096,26181.028450025173,26081.502798876503,26173.727202357113,26269.433298641507
48,1000,4,2,0,0,1,11.876261949539185,25720.420357359737,25728.814547498987,25812.707212207813,25910.95429045349,26012.844692282957
49,1000,4,4,1,0,0,9.696276903152466,26978.760841366264,26793.387643036924,26663.853027573678,26753.6456585606,26864.948187083828
