sim_id,n,K_true,selected_K,correct,over_selected,under_selected,computation_time,bic_K2,bic_K3,bic_K4,bic_K5,bic_K6
0,2000,4,4,1,0,0,25.103291988372803,52013.491867368866,51172.34617437439,51121.86103170433,51236.455810585394,51359.61678417284
1,2000,4,4,1,0,0,25.50298285484314,50420.70109889423,50105.66670316326,50010.030940506775,50128.12595684896,50242.876762351494
2,2000,4,4,1,0,0,22.667124032974243,52793.53705962927,52074.10315402304,51629.85723606609,51739.60262757736,51852.47364298523
3,2000,4,4,1,0,0,23.742777824401855,50490.256734945695,50026.578926293005,49842.90324395,49948.85211195887,50076.613146993965
4,2000,4,4,1,0,0,25.419362783432007,51508.83519022589,50938.53113701405,50651.97615988512,50765.820568975265,50876.13826648425
5,2000,4,4,1,0,0,25.206520080566406,51385.92772199619,51000.97992048037,50755.269254468614,50872.46598010408,50995.1676351095
6,2000,4,4,1,0,0,25.478160858154297,51711.289590551394,50880.3659261092,50834.03706845103,50951.91490735872,51065.8702702124
7,2000,4,4,1,0,0,24.360474824905396,52899.45622329781,52226.89396910237,51837.44438472256,51945.22573857971,52070.762790229266
8,2000,4,4,1,0,0,25.83208179473877,51642.52047448859,50793.69036406573,50782.19071280568,50896.65000963461,51014.554880547534
9,2000,4,4,1,0,0,26.27922010421753,51865.258770664026,51364.240157281536,51250.967215230645,51370.853848978644,51495.296432857685
10,2000,4,4,1,0,0,26.609540224075317,52338.608505088225,51909.295083532816,51705.460507623655,51825.288304526635,51941.52599401662
11,2000,4,4,1,0,0,30.541224241256714,52767.52362652479,52327.00701518071,52226.66890767498,52337.79467243429,52455.23634911338
12,2000,4,4,1,0,0,23.220697164535522,52972.587974000344,52286.3660382872,51747.86742295892,51860.332670344724,51977.36692956584
13,2000,4,4,1,0,0,26.059305906295776,53121.92301487967,52759.79666106918,52471.7926600524,52588.66452822405,52709.23964638684
14,2000,4,4,1,0,0,26.328911066055298,52425.139133282675,51935.60898624088,51555.207020028676,51672.484928783975,51783.78124286564
15,2000,4,4,1,0,0,23.20703911781311,50736.30421766489,50050.87108993878,49907.286417339375,50013.37962720453,50136.89290344425
16,2000,4,3,0,0,1,28.61572813987732,51221.11347524146,51151.1429872736,51177.25848678431,51288.96736590536,51410.34385743968
17,2000,4,4,1,0,0,27.01507306098938,53603.6705109878,52982.1098641528,52714.3537084299,52819.419840043265,52920.091535798645
18,2000,4,4,1,0,0,24.719000816345215,50805.87065694915,50146.030853682365,49900.175138154955,50018.60189960357,50140.28006576279
19,2000,4,4,1,0,0,25.21170997619629,51040.74047255029,50563.10935538376,50439.53989417106,50564.77230804735,50668.55865204037
20,2000,4,4,1,0,0,26.98646903038025,52207.446882977296,51691.46708603586,51391.02883541823,51486.0619514321,51601.03583803331
21,2000,4,4,1,0,0,27.404313802719116,52455.72487062141,51926.82368091276,51646.31720359942,51758.918442613045,51868.83856619334
22,2000,4,4,1,0,0,26.328899145126343,50815.21773694183,50098.89389880267,50059.90025823463,50175.89901887199,50299.281100225104
23,2000,4,4,1,0,0,23.79855489730835,51240.61907957832,50265.64470201366,50109.90243007401,50216.18042605015,50325.12421862265
24,2000,4,4,1,0,0,29.767038106918335,52140.93994733653,52042.445413218746,51941.01825753536,52048.69776057631,52164.28243676517
25,2000,4,4,1,0,0,25.51414179801941,52510.094047271734,51921.8579586775,51707.630149912904,51815.870334252286,51926.437612268375
26,2000,4,4,1,0,0,25.196887969970703,49696.45772138277,49073.32731851625,48830.95368473362,48957.18002789973,49081.58222738621
27,2000,4,4,1,0,0,24.797227144241333,51576.57697986697,51048.00788406773,50598.89030269281,50708.747236279356,50832.76160313011
28,2000,4,4,1,0,0,22.12014889717102,51591.64616001577,50688.96036406671,50403.7599037398,50528.02134361414,50618.81543034536
29,2000,4,4,1,0,0,26.361377000808716,52642.95435283465,52215.69183634884,52028.39150595349,52143.278071372486,52262.45134810075
30,2000,4,4,1,0,0,27.04917812347412,52286.979514489496,52069.678536133135,51816.8646679135,51929.90601198262,52042.14743531201
31,2000,4,4,1,0,0,29.11378288269043,51331.56407249146,50865.043316539246,50695.21316591659,50800.4153412362,50914.14640202965
32,2000,4,4,1,0,0,27.621572017669678,52893.47530795794,52323.15972970155,52157.809329449956,52278.01595677427,52388.21276411685
33,2000,4,4,1,0,0,24.789942026138306,50791.21371483738,49863.82752200341,49610.07932428907,49710.590622574964,49841.54953126626
34,2000,4,4,1,0,0,25.37065029144287,51228.6566618538,50766.29138936935,50540.70113089876,50666.74954214095,50781.2251383676
35,2000,4,4,1,0,0,26.33770990371704,51022.74141160082,50374.59519255303,49869.8146522482,50001.856486771154,50113.266201877945
36,2000,4,4,1,0,0,22.860745191574097,52033.22614771153,51207.30468363968,50643.87199636726,50748.74090346243,50860.097232817025
37,2000,4,4,1,0,0,27.025617122650146,52429.32130384484,51421.328531568965,51266.5644170943,51378.27318756313,51498.95509026861
38,2000,4,4,1,0,0,25.825464725494385,51694.087809127326,51408.436035919156,51119.57512456504,51221.519588147436,51347.701745053164
39,2000,4,4,1,0,0,24.115007877349854,51282.41266644306,50906.885252021384,50737.604253805606,50854.826952032236,50976.349422080595
40,2000,4,4,1,0,0,25.952009916305542,51559.52898050492,51013.169074312784,50420.72535957892,50537.38680649637,50656.98681406865
41,2000,4,4,1,0,0,31.382791996002197,52074.07772572513,51942.587959372635,51788.23344995623,51905.66094837521,52017.51009767237
42,2000,4,4,1,0,0,27.664782762527466,52820.09730898307,51887.04635763454,51405.2515129072,51515.796557539645,51641.33237311144
43,2000,4,4,1,0,0,27.30148196220398,52674.484404209055,52227.56272272509,51992.392275123726,52104.912979229644,52219.770272802336
44,2000,4,4,1,0,0,26.395761966705322,51097.38307646412,50529.473137988716,50254.17017907443,50366.74548532947,50479.660865389866
45,2000,4,4,1,0,0,26.965128183364868,52199.60979725713,51220.68800088982,51062.44888529365,51170.01323149692,51288.12966934898
46,2000,4,4,1,0,0,29.459747076034546,52028.47574052927,51401.617530889875,51303.252299392654,51401.681821956896,51522.550090405195
47,2000,4,4,1,0,0,28.05626106262207,51300.36767317769,50934.77640280508,50833.2564609126,50946.39150685232,51069.68441213384
48,2000,4,4,1,0,0,25.720910787582397,52819.215267459615,52243.934905231676,51982.7841711365,52103.853648415105,52209.54467140661
49,2000,4,4,1,0,0,25.089395999908447,51231.714725957194,50346.22163169468,49734.44827849833,49837.4414307572,49957.06640822883
