sim_id,n,K_true,selected_K,correct,over_selected,under_selected,computation_time,bic_K2,bic_K3,bic_K4,bic_K5,bic_K6
0,8000,4,4,1,0,0,97.8300621509552,210139.6363547536,206816.23617233438,205147.28966151574,205293.2079887376,205441.1687347322
1,8000,4,4,1,0,0,101.54006910324097,205723.2124404,204029.1214961241,203003.70286422982,203150.17294740697,203302.71868539366
2,8000,4,4,1,0,0,101.08786797523499,199505.039914546,197023.57849960876,195508.42619241658,195646.29035344467,195795.82562561496
3,8000,4,4,1,0,0,104.67962789535522,207268.06971164007,203764.36741819032,202043.0936957486,202187.06281252156,202340.36264267535
4,8000,4,4,1,0,0,101.1376428604126,195703.2768185013,193345.90367367098,192647.14606577443,192795.76796060568,192944.58908874795
5,8000,4,4,1,0,0,96.60207772254944,211157.54791883074,207836.8907915169,206528.81589660054,206672.14423381176,206822.0930997417
6,8000,4,4,1,0,0,102.16864013671875,207255.83309608873,203506.18900963987,202562.89787190218,202699.6205265802,202860.11924758198
7,8000,4,4,1,0,0,99.97894716262817,206985.29183121462,204746.05180089714,203279.84961043383,203427.13032142643,203586.89173535255
8,8000,4,4,1,0,0,97.65852212905884,205279.3010421305,201639.70162874027,199524.1701539231,199667.82896297777,199816.0730750686
9,8000,4,4,1,0,0,97.20794010162354,204014.6617122388,202162.91932593306,200232.94556682126,200383.11542947765,200520.3934502462
