sim_id,n,K_true,selected_K,correct,over_selected,under_selected,computation_time,bic_K1,bic_K2,bic_K3,bic_K4,bic_K5
27,500,3,3,1,0,0,3.72097110748291,13230.899376904761,12833.23025039369,12744.677404739656,12829.61530798519,12909.928810482817
28,500,3,2,0,0,1,4.722474098205566,13123.409595024701,12739.153895348598,12768.119514876,12862.713761360803,12943.038115631194
29,500,3,3,1,0,0,4.572603940963745,13116.657863346112,12913.45284181697,12861.455851824077,12959.141312098422,13049.049854464838
30,500,3,3,1,0,0,3.2074990272521973,13219.325905049862,12453.59968311676,12278.440467710388,12366.519623630082,12463.594911974878
31,500,3,2,0,0,1,4.484735012054443,13053.242360153423,12956.754170545866,12960.484267713846,13054.091046456562,13151.721733497878
32,500,3,3,1,0,0,3.709965944290161,13352.321668846409,13173.562079303241,12972.463384789693,13053.800101542196,13138.336977085977
33,500,3,3,1,0,0,4.545874118804932,12860.54304501909,12701.981139263924,12591.01005081749,12674.421314075216,12762.084652882675
34,500,3,2,0,0,1,4.9687769412994385,13129.773298555438,12879.21635560297,12915.164563935716,13008.603474425194,13094.852341923937
35,500,3,3,1,0,0,4.23649787902832,13341.03338688881,13173.805955367725,13162.925854810284,13245.027611709327,13353.227147921867
36,500,3,3,1,0,0,3.744403839111328,13181.88852642373,12792.184559276726,12534.180654504025,12628.648435570574,12716.20172731648
37,500,3,3,1,0,0,3.8137290477752686,13443.71882233966,13007.874981140105,12872.300033089412,12963.404973294948,13050.750328000026
38,500,3,3,1,0,0,3.7783010005950928,13465.407139466559,13027.890936838188,12970.869483993118,13066.143220063652,13154.886286946714
39,500,3,3,1,0,0,3.380380868911743,13103.90388980711,12421.755643940565,12348.272676475606,12426.989300150472,12519.82208026332
40,500,3,3,1,0,0,3.624990940093994,13188.952095958355,12995.13252846633,12794.195171253567,12879.788087683934,12971.866655818078
41,500,3,2,0,0,1,4.3544440269470215,13346.20765528576,12940.514277719854,13002.214681921072,13086.467375211114,13171.978814861248
42,500,3,3,1,0,0,3.8504130840301514,13375.090542019754,13068.655265535841,12901.946384803841,12990.176534619224,13078.988678813335
43,500,3,3,1,0,0,3.9068360328674316,12555.021077031908,12303.607619085944,12214.787566515317,12300.106918654825,12387.71564353967
44,500,3,3,1,0,0,3.081228017807007,13588.119695816067,13207.015454473809,13059.337137674373,13143.48265462624,13232.169652326445
45,500,3,3,1,0,0,3.6446049213409424,13604.387520372069,13043.393465165389,12934.222111771083,13027.456719275342,13117.377896572287
46,500,3,3,1,0,0,3.696660041809082,13228.51793354863,13171.203851846925,13115.348157943661,13202.615105041108,13291.482850772134
47,500,3,3,1,0,0,3.982339859008789,13375.844580456413,13178.315168225514,13129.43314477396,13221.486466782206,13306.771387130024
48,500,3,3,1,0,0,3.8918869495391846,12996.900054382691,12867.667387500827,12856.70957397407,12941.065599152056,13029.89808835519
49,500,3,2,0,0,1,3.6906981468200684,13218.95549756426,12855.008388813194,12861.187713321522,12950.201194431917,13027.745631265649
