sim_id,n,K_true,selected_K,correct,over_selected,under_selected,computation_time,bic_K1,bic_K2,bic_K3,bic_K4,bic_K5
0,500,3,3,1,0,0,3.361258029937744,13232.836647456033,12867.099706520528,12777.99991420321,12855.44923636549,12952.443956357129
1,500,3,3,1,0,0,4.079206228256226,13597.565808641826,13318.253819738089,13071.082779534654,13150.998035772624,13236.775820404893
2,500,3,3,1,0,0,4.2682061195373535,13257.874766259816,12962.390102225065,12893.530425073455,12973.73084780997,13059.635747162318
3,500,3,2,0,0,1,4.321462869644165,13351.037684266188,13127.246580982004,13167.172458231738,13227.510724118985,13325.664115135109
4,500,3,3,1,0,0,3.3471500873565674,13516.054395269726,13295.427252256786,13078.918566286968,13166.519795486813,13250.513016053346
5,500,3,3,1,0,0,3.989971876144409,13492.636154578218,13405.038162258947,13328.99599900305,13409.256090498879,13503.065884368645
6,500,3,3,1,0,0,4.3420250415802,13649.010676964368,13547.536577720302,13454.201572068645,13538.114425165075,13628.013207172356
7,500,3,3,1,0,0,3.500647783279419,13198.61255579709,12881.865163486382,12845.431055385689,12927.675210521584,13013.67049923809
8,500,3,3,1,0,0,3.866217851638794,13317.573925441804,13044.888821269702,12899.72906082023,12988.537958434072,13070.800048625142
9,500,3,2,0,0,1,4.216078996658325,13360.835307007923,13183.604483193709,13217.637639665203,13307.598829317558,13398.030791741594
10,500,3,3,1,0,0,4.057220697402954,13116.637681587967,12700.151874022305,12668.333276279878,12752.556773648304,12840.527790497674
11,500,3,3,1,0,0,4.225327968597412,12921.401574839672,12784.769300324084,12652.861985730147,12726.842254185389,12822.984391012262
12,500,3,3,1,0,0,4.42736291885376,12914.919051153493,12385.453413172629,12332.044731629043,12423.811487303794,12517.197828283117
13,500,3,3,1,0,0,3.880328893661499,13139.811250229597,12831.640040996856,12660.4507331991,12748.542505016827,12831.572585948184
14,500,3,3,1,0,0,4.402818918228149,12820.277202765968,12705.69169154785,12686.89022247952,12782.463334493308,12876.334242097326
15,500,3,3,1,0,0,4.202867031097412,13325.344813116644,13175.819228944461,13045.03340834708,13131.174608182328,13221.652732698183
16,500,3,3,1,0,0,4.00940203666687,13284.523836724426,12833.960602830475,12709.677123657651,12798.46375739159,12872.202800701614
17,500,3,3,1,0,0,4.0727479457855225,13370.46877164014,12640.469556554961,12428.363150112038,12521.269588657035,12605.52432105598
18,500,3,2,0,0,1,5.00177001953125,12863.424748642898,12607.278992314225,12653.255956354851,12736.737063110271,12825.052792765582
19,500,3,2,0,0,1,4.6556715965271,13148.37386055129,12869.674669133334,12921.306648814947,13006.354584066989,13102.689744430903
20,500,3,2,0,0,1,4.880573272705078,12970.648431541786,12537.38125248857,12571.333937051584,12658.178681709023,12750.980209669064
21,500,3,3,1,0,0,4.445459842681885,13217.357938058472,12978.709201702279,12880.468244374002,12965.317326211527,13068.130977517003
22,500,3,3,1,0,0,3.7300221920013428,13428.518097464335,13085.423577470612,13016.880843161427,13091.4378898731,13174.645667365681
23,500,3,3,1,0,0,4.745380878448486,12761.573179150093,12622.230803850312,12489.130022288122,12579.58231958983,12669.132068149118
24,500,3,3,1,0,0,4.051708936691284,13010.56816092407,12701.921030323714,12651.546849035602,12728.801802840078,12816.296833836566
25,500,3,3,1,0,0,4.2305731773376465,13011.105251441899,12903.036853965501,12767.260124211158,12857.213038450993,12943.385456258085
26,500,3,2,0,0,1,5.175718069076538,13227.803737707136,13034.220934081945,13079.035896386575,13162.474858968091,13236.026776230514
