sim_id,n,K_true,selected_K,correct,over_selected,under_selected,computation_time,bic_K1,bic_K2,bic_K3,bic_K4,bic_K5
0,5000,3,3,1,0,0,41.05365777015686,129587.58175254728,123171.20902081954,121658.48801822815,121792.03953408773,121932.16476486945
1,5000,3,3,1,0,0,47.90224313735962,133010.3393056862,130919.11271082477,130592.62026423388,130723.82710006158,130874.88376572185
2,5000,3,3,1,0,0,41.910550117492676,130140.20145148486,127387.97413678312,126490.92047935436,126617.97482829259,126766.8051024724
3,5000,3,3,1,0,0,37.79092311859131,134427.7953495787,125806.13634962283,123877.44081258941,124008.06783571126,124149.19258987381
4,5000,3,3,1,0,0,40.95283913612366,128444.10111997546,124402.98997208812,123004.97176791793,123136.70074735107,123266.66180860107
5,5000,3,3,1,0,0,43.58470797538757,128290.77285379577,126791.64520951659,125808.0690256463,125955.39683210436,126090.57090773636
6,5000,3,3,1,0,0,37.04124689102173,132894.78543220463,125105.23397291395,120097.7465677518,120236.21498653154,120363.95107991123
7,5000,3,3,1,0,0,42.31929612159729,132427.96902254396,130902.25224955616,129397.78244173809,129529.92781935449,129687.0021550033
8,5000,3,3,1,0,0,38.25382995605469,132764.74144360545,128506.97975954496,124704.25139313612,124825.61018017113,124949.37104290588
9,5000,3,3,1,0,0,47.68133997917175,132616.39229157768,123657.39244238184,123375.82726346125,123511.85592791523,123646.11727912824
10,5000,3,3,1,0,0,45.08046293258667,128801.152857611,124891.2200851567,122417.5794377113,122559.99018273992,122693.4476914649
11,5000,3,3,1,0,0,44.49515700340271,129438.69992365617,127197.14124066361,125682.65632917333,125815.52792949547,125949.96598128
12,5000,3,3,1,0,0,44.97766089439392,134627.17682434138,131693.50236843858,130244.89090439942,130378.08943337706,130526.14425404517
13,5000,3,3,1,0,0,41.387046813964844,130041.07100384626,124671.58441574288,121153.39649371593,121273.47458320716,121432.74823870853
14,5000,3,3,1,0,0,45.21741271018982,133164.1053305161,129977.16964050654,128933.11680264873,129074.23481133209,129215.61790435454
15,5000,3,3,1,0,0,48.22686004638672,128015.43853666866,124802.36927421714,124088.42027506889,124229.77640272686,124352.8541546355
16,5000,3,3,1,0,0,45.72870206832886,123763.51842667426,121845.35256855273,120029.23437936913,120175.56192175575,120298.39659547414
17,5000,3,3,1,0,0,42.74314498901367,130045.99384717132,126273.6818163755,123483.64007117655,123627.40535739198,123766.49599317934
18,5000,3,3,1,0,0,42.13698196411133,132562.58850444204,126567.79019026157,123561.19023970689,123685.9197948826,123827.29187569783
19,5000,3,3,1,0,0,42.37914228439331,131028.59462387757,127191.1620962196,124722.58918576986,124862.0376934973,125002.10563123341
20,5000,3,3,1,0,0,43.808969020843506,124723.7436105243,121767.92102522803,120394.9548558628,120534.85931352097,120682.67006029938
21,5000,3,3,1,0,0,52.68298697471619,127933.50595249455,125566.30277748065,125060.8129385722,125197.9261128437,125330.23099261826
22,5000,3,3,1,0,0,42.26850700378418,134132.39286597524,128894.61233987859,128044.95393135572,128166.59913842069,128313.00661195823
23,5000,3,3,1,0,0,44.53031301498413,129121.43900079503,124045.34936186827,121627.02152973611,121768.89243992082,121912.72873287572
24,5000,3,3,1,0,0,48.62547492980957,127470.64784955596,125485.80337670963,124716.84714685497,124850.08260662988,124998.26586926525
25,5000,3,3,1,0,0,48.13531684875488,125037.34126830705,120818.88385113481,120522.83402163105,120652.12695299688,120790.7948912478
26,5000,3,3,1,0,0,41.05114984512329,131185.96800097264,126957.37100033059,124750.9074594413,124892.35373848933,125011.42160793465
27,5000,3,3,1,0,0,42.283628940582275,133365.10312536368,130738.35874082928,129018.9233345012,129154.3406382107,129293.16707577965
28,5000,3,3,1,0,0,40.36104893684387,131682.87340309736,128380.53860563693,125109.45055921987,125241.23813063181,125372.10531463749
29,5000,3,3,1,0,0,44.420795917510986,133608.05456223778,130315.96149896883,129225.54312186362,129360.3028642105,129511.14435216399
30,5000,3,3,1,0,0,51.3844952583313,128139.30054134727,126970.82213989511,126442.73076823296,126567.57135213142,126695.29412337435
31,5000,3,3,1,0,0,42.689318895339966,134192.32042657302,126115.31196520432,125305.72006247925,125438.39576828972,125578.57190696
32,5000,3,3,1,0,0,41.5408399105072,131377.956098681,126847.27679565195,124163.38595271039,124305.81036334558,124446.51584206411
33,5000,3,3,1,0,0,42.819273948669434,128994.73802978666,123553.42516110401,122496.0714163199,122634.56797771608,122767.82301151945
34,5000,3,3,1,0,0,45.33293390274048,129619.12374515297,125353.00024177566,124462.22592043603,124603.53602336037,124753.44607888695
35,5000,3,3,1,0,0,44.785319805145264,127668.18091784976,125661.22373319695,124505.1678549287,124636.90233182255,124772.53987268447
36,5000,3,3,1,0,0,43.03495907783508,131654.37516829438,128731.1240711388,125898.62975535495,126023.81428262223,126176.7908855165
37,5000,3,3,1,0,0,41.24043297767639,134531.63157950665,127744.5748792549,124920.84659696149,125058.50185600694,125192.05263113808
38,5000,3,3,1,0,0,42.45781588554382,126095.27046561772,119511.12277263463,118461.32770082682,118593.43547171482,118735.97076154071
39,5000,3,3,1,0,0,41.95109415054321,127840.47623752635,123987.47372248843,121028.20703672066,121161.74849985355,121300.47463050258
40,5000,3,3,1,0,0,42.45516586303711,131908.41449177792,127648.88984033444,124883.46036926599,125023.31574208528,125159.41168982962
41,5000,3,3,1,0,0,45.36796998977661,129234.59316349818,118821.62798279944,116741.64828614292,116870.83674808595,117030.44729720496
42,5000,3,3,1,0,0,46.96138381958008,130662.90634243003,127244.6414189484,126837.76345899416,126968.01421304393,127105.08634540887
43,5000,3,3,1,0,0,43.69292378425598,130499.92347323267,127444.75933488888,126347.48060957575,126485.11216333343,126631.82379995867
44,5000,3,3,1,0,0,44.056193113327026,129731.52040734276,127386.7042666294,125392.69000634807,125538.25731768657,125679.56928209243
45,5000,3,3,1,0,0,44.749157667160034,129524.52234215703,127177.92852316485,125706.70114801227,125840.13195412332,125971.88372565144
46,5000,3,3,1,0,0,44.88343071937561,131969.70442678346,126665.10995157741,126057.46918117398,126200.94340493261,126347.90935862728
47,5000,3,3,1,0,0,42.80539011955261,132468.85473285327,129053.004212842,127450.28821288145,127571.97002445988,127719.28507775941
48,5000,3,3,1,0,0,43.67010807991028,132045.9350119714,128217.93203480654,127080.01348964646,127221.60521906905,127350.72525571322
49,5000,3,3,1,0,0,40.97269892692566,134458.70774685955,129743.69618712,127045.3108135817,127178.6023471819,127325.76865495626
