sim_id,n,K_true,selected_K,correct,over_selected,under_selected,computation_time,bic_K3,bic_K4,bic_K5,bic_K6,bic_K7
21,3000,5,5,1,0,0,47.93747901916504,76656.63721814082,76037.36689869725,75708.02149487431,75837.62285809271,75963.69604477652
22,3000,5,5,1,0,0,45.36192202568054,78182.85607762056,77572.91247371858,77186.23811674057,77313.55657454158,77431.53528240065
23,3000,5,5,1,0,0,44.15056800842285,77655.92497944625,77135.4105379706,76997.23226147688,77122.97566259812,77242.48793206547
24,3000,5,5,1,0,0,46.40736627578735,77998.97069657635,77478.86346895361,77183.83506285438,77311.088200222,77445.06098392622
25,3000,5,5,1,0,0,48.65011119842529,79320.21240681378,79012.04350011799,79004.50519882386,79136.3699445583,79256.14456698719
26,3000,5,5,1,0,0,44.04774308204651,79046.02186484868,78605.48211502802,78426.27145572314,78549.6227151377,78668.24769130915
27,3000,5,5,1,0,0,48.113479137420654,79742.57981755704,79214.11018408596,79207.14508361767,79317.96092212394,79441.12177777893
28,3000,5,4,0,0,1,53.802653789520264,79369.98390793576,79275.76958286457,79309.00605126185,79435.46561988606,79554.67262910143
29,3000,5,5,1,0,0,50.058019161224365,78368.41914427289,78177.93142052903,77994.65397311804,78113.19273113184,78246.15110981812
30,3000,5,5,1,0,0,44.84992837905884,76757.58451584078,75941.56470982006,75724.48860114567,75852.31582405895,75982.49215935926
31,3000,5,5,1,0,0,47.873191118240356,79242.58042830028,78787.65287011646,78437.66140843743,78564.72006091269,78689.73036247892
32,3000,5,5,1,0,0,54.67653489112854,78527.29726844063,78198.73354710743,78067.24136859395,78181.94677783625,78315.45307603393
33,3000,5,5,1,0,0,47.66371297836304,77413.95496653323,76895.80655198393,76509.95717284021,76638.45950985386,76758.88937523504
34,3000,5,4,0,0,1,59.79030203819275,77927.4402102207,77685.30345778292,77686.08865803514,77806.1570089887,77925.56543440947
35,3000,5,5,1,0,0,46.99553608894348,75608.53818832742,75170.81656736927,75021.65994678112,75137.91220494901,75269.89819327927
36,3000,5,4,0,0,1,59.303009033203125,75409.2760041857,75313.34912305322,75319.51035709087,75436.10528653096,75569.97886819394
37,3000,5,5,1,0,0,48.69067692756653,79118.5128964009,78762.40649327336,78576.53617356272,78693.9744208852,78833.37423413445
38,3000,5,4,0,0,1,50.570425033569336,80054.7067849049,79788.8511337624,79843.14993203562,79957.10895840556,80077.55024908304
39,3000,5,5,1,0,0,47.60792589187622,79182.73562858725,78427.66449764537,78241.86619327254,78357.03254885765,78485.51691302288
40,3000,5,3,0,0,1,54.82124400138855,77515.95243324635,77525.32094232991,77585.26565752168,77711.68254616697,77818.77479058938
41,3000,5,5,1,0,0,48.330580949783325,79625.16291224961,79226.87792342086,79221.79599888898,79339.46345053955,79469.64255830715
42,3000,5,5,1,0,0,46.96406698226929,78576.28504267507,78083.0104141499,77733.95919945741,77856.52731628038,77976.74210120183
43,3000,5,5,1,0,0,49.27672028541565,77589.30951723922,77437.88900874127,77324.82547538696,77442.40788767196,77570.91069274329
44,3000,5,5,1,0,0,48.004924058914185,79200.83900750411,79011.50322451291,78971.7022994189,79095.04183261661,79222.42027579834
45,3000,5,5,1,0,0,41.8927800655365,78799.73377810398,78218.93400653574,78027.8986733189,78157.63264253453,78288.2204594824
46,3000,5,5,1,0,0,40.1427206993103,79184.42267426256,78868.28811511243,78623.68634832937,78751.19407629997,78875.7234610628
47,3000,5,5,1,0,0,39.09273099899292,77085.70173253526,76089.11709347018,75760.75371138082,75886.42547114062,76029.25231322741
48,3000,5,5,1,0,0,40.11846876144409,77815.12469029035,77575.84386425305,77476.65298038375,77603.6846885517,77724.74958928215
49,3000,5,5,1,0,0,38.2722909450531,76245.73236643974,75706.77177147893,74947.34525265965,75076.48386990839,75214.22812674916
