sim_id,n,K_true,selected_K,correct,over_selected,under_selected,computation_time,bic_K1,bic_K2,bic_K3,bic_K4,bic_K5
0,8000,3,3,1,0,0,64.92603182792664,210406.47628024136,202346.68387221583,196823.3108248496,196957.83040677157,197111.4488112157
1,8000,3,3,1,0,0,64.981849193573,208034.11141233656,201280.9970336521,198440.11064168302,198594.63639474037,198745.84418786017
2,8000,3,3,1,0,0,65.48592209815979,208015.09508083484,201600.3801676701,197523.42787991348,197664.949373669,197817.92960573517
3,8000,3,3,1,0,0,65.07927298545837,208600.33438889132,201082.68885195837,198756.66487365833,198911.1146768853,199055.76639778863
4,8000,3,3,1,0,0,64.88504099845886,214192.21759234756,208733.54425233137,203482.64347283935,203632.3733703416,203775.61593859666
5,8000,3,3,1,0,0,62.86041712760925,208687.0844795265,197893.95423263387,194698.322135012,194841.27103932342,194986.95655892233
6,8000,3,3,1,0,0,67.54556584358215,206575.33775450467,202987.64327834692,200945.8933451169,201091.6811390359,201232.08766417357
7,8000,3,3,1,0,0,63.89253282546997,208722.3370784086,203436.97378165633,200314.38084770823,200458.61161699367,200618.72602079978
8,8000,3,3,1,0,0,65.05942606925964,206211.4260472456,199822.27953620837,197660.1253136892,197814.65679818578,197939.22841728202
9,8000,3,3,1,0,0,68.97785496711731,205537.3593861051,202671.24031257935,200897.7825795221,201036.69167374598,201187.4636026449
